http://edas#Paper,http://ekaw#Individual_Presentation,0
http://edas#Paper,http://ekaw#Neutral_Review,0
http://edas#Paper,http://ekaw#Paper,321
http://edas#Paper,http://ekaw#Positive_Review,0
http://edas#Paper,http://ekaw#Research_Topic,0
http://edas#Paper,http://ekaw#Review,0
http://edas#Paper,http://ekaw#Assigned_Paper,233
http://edas#Paper,http://ekaw#Person,0
http://edas#Paper,http://ekaw#Submitted_Paper,233
http://edas#Paper,http://ekaw#Document,321
http://edas#Paper,http://ekaw#University,0
http://edas#Paper,http://ekaw#Conference_Paper,233
http://edas#Paper,http://ekaw#Camera_Ready_Paper,88
http://edas#Paper,http://ekaw#Paper_Author,0
http://edas#Paper,http://ekaw#Negative_Review,0
http://edas#Paper,http://ekaw#Presenter,0
http://edas#Paper,http://ekaw#Early-Registered_Participant,0
http://edas#Paper,http://ekaw#Possible_Reviewer,0
http://edas#Paper,http://ekaw#PC_Member,0
http://edas#Paper,http://ekaw#Regular_Paper,160
http://edas#Paper,http://ekaw#Accepted_Paper,79
http://edas#Paper,http://ekaw#Contributed_Talk,0
http://edas#Paper,http://ekaw#Conference_Participant,0
http://edas#Paper,http://ekaw#Evaluated_Paper,233
http://edas#Paper,http://ekaw#Organisation,0
http://edas#Paper,http://ekaw#Event,0
http://edas#Paper,http://ekaw#OC_Member,0
http://edas#Paper,http://ekaw#Rejected_Paper,154
http://edas#Paper,http://ekaw#Scientific_Event,0
http://edas#Paper,http://ekaw#Demo_Paper,39
http://edas#Paper,http://ekaw#Student,0
http://edas#Paper,http://ekaw#Poster_Paper,34
http://edas#Paper,http://ekaw#Tutorial_Abstract,0
http://edas#Paper,http://ekaw#Academic_Institution,0
http://edas#Paper,http://ekaw#SC_Member,0
http://edas#Paper,http://ekaw#Tutorial_Chair,0
http://edas#Paper,http://ekaw#Workshop,0
http://edas#Paper,http://ekaw#Workshop_Chair,0
http://edas#Paper,http://ekaw#Web_Site,0
http://edas#Paper,http://ekaw#Social_Event,0
http://edas#Paper,http://ekaw#Abstract,0
http://edas#Paper,http://ekaw#Track,0
http://edas#Paper,http://ekaw#Late-Registered_Participant,0
http://edas#Paper,http://ekaw#PC_Chair,0
http://edas#Paper,http://ekaw#Invited_Talk_Abstract,0
http://edas#Paper,http://ekaw#Tutorial,0
http://edas#Paper,http://ekaw#Conference_Trip,0
http://edas#Paper,http://ekaw#OC_Chair,0
http://edas#Paper,http://ekaw#Proceedings_Publisher,0
http://edas#Paper,http://ekaw#Conference_Proceedings,0
http://edas#Paper,http://ekaw#Invited_Talk,0
http://edas#Paper,http://ekaw#Invited_Speaker,0
http://edas#Paper,http://ekaw#Conference_Banquet,0
http://edas#Paper,http://ekaw#Location,0
http://edas#Paper,http://ekaw#Conference,0
http://edas#Paper,http://ekaw#Multi-author_Volume,0
http://edas#Paper,http://ekaw#Proceedings,0
http://edas#RejectRating,http://ekaw#Individual_Presentation,0
http://edas#RejectRating,http://ekaw#Neutral_Review,0
http://edas#RejectRating,http://ekaw#Paper,0
http://edas#RejectRating,http://ekaw#Positive_Review,0
http://edas#RejectRating,http://ekaw#Research_Topic,0
http://edas#RejectRating,http://ekaw#Review,0
http://edas#RejectRating,http://ekaw#Assigned_Paper,0
http://edas#RejectRating,http://ekaw#Person,0
http://edas#RejectRating,http://ekaw#Submitted_Paper,0
http://edas#RejectRating,http://ekaw#Document,0
http://edas#RejectRating,http://ekaw#University,0
http://edas#RejectRating,http://ekaw#Conference_Paper,0
http://edas#RejectRating,http://ekaw#Camera_Ready_Paper,0
http://edas#RejectRating,http://ekaw#Paper_Author,0
http://edas#RejectRating,http://ekaw#Negative_Review,0
http://edas#RejectRating,http://ekaw#Presenter,0
http://edas#RejectRating,http://ekaw#Early-Registered_Participant,0
http://edas#RejectRating,http://ekaw#Possible_Reviewer,0
http://edas#RejectRating,http://ekaw#PC_Member,0
http://edas#RejectRating,http://ekaw#Regular_Paper,0
http://edas#RejectRating,http://ekaw#Accepted_Paper,0
http://edas#RejectRating,http://ekaw#Contributed_Talk,0
http://edas#RejectRating,http://ekaw#Conference_Participant,0
http://edas#RejectRating,http://ekaw#Evaluated_Paper,0
http://edas#RejectRating,http://ekaw#Organisation,0
http://edas#RejectRating,http://ekaw#Event,0
http://edas#RejectRating,http://ekaw#OC_Member,0
http://edas#RejectRating,http://ekaw#Rejected_Paper,0
http://edas#RejectRating,http://ekaw#Scientific_Event,0
http://edas#RejectRating,http://ekaw#Demo_Paper,0
http://edas#RejectRating,http://ekaw#Student,0
http://edas#RejectRating,http://ekaw#Poster_Paper,0
http://edas#RejectRating,http://ekaw#Tutorial_Abstract,0
http://edas#RejectRating,http://ekaw#Academic_Institution,0
http://edas#RejectRating,http://ekaw#SC_Member,0
http://edas#RejectRating,http://ekaw#Tutorial_Chair,0
http://edas#RejectRating,http://ekaw#Workshop,0
http://edas#RejectRating,http://ekaw#Workshop_Chair,0
http://edas#RejectRating,http://ekaw#Web_Site,0
http://edas#RejectRating,http://ekaw#Social_Event,0
http://edas#RejectRating,http://ekaw#Abstract,0
http://edas#RejectRating,http://ekaw#Track,0
http://edas#RejectRating,http://ekaw#Late-Registered_Participant,0
http://edas#RejectRating,http://ekaw#PC_Chair,0
http://edas#RejectRating,http://ekaw#Invited_Talk_Abstract,0
http://edas#RejectRating,http://ekaw#Tutorial,0
http://edas#RejectRating,http://ekaw#Conference_Trip,0
http://edas#RejectRating,http://ekaw#OC_Chair,0
http://edas#RejectRating,http://ekaw#Proceedings_Publisher,0
http://edas#RejectRating,http://ekaw#Conference_Proceedings,0
http://edas#RejectRating,http://ekaw#Invited_Talk,0
http://edas#RejectRating,http://ekaw#Invited_Speaker,0
http://edas#RejectRating,http://ekaw#Conference_Banquet,0
http://edas#RejectRating,http://ekaw#Location,0
http://edas#RejectRating,http://ekaw#Conference,0
http://edas#RejectRating,http://ekaw#Multi-author_Volume,0
http://edas#RejectRating,http://ekaw#Proceedings,0
http://edas#ConferenceEvent,http://ekaw#Individual_Presentation,95
http://edas#ConferenceEvent,http://ekaw#Neutral_Review,0
http://edas#ConferenceEvent,http://ekaw#Paper,0
http://edas#ConferenceEvent,http://ekaw#Positive_Review,0
http://edas#ConferenceEvent,http://ekaw#Research_Topic,0
http://edas#ConferenceEvent,http://ekaw#Review,0
http://edas#ConferenceEvent,http://ekaw#Assigned_Paper,0
http://edas#ConferenceEvent,http://ekaw#Person,0
http://edas#ConferenceEvent,http://ekaw#Submitted_Paper,0
http://edas#ConferenceEvent,http://ekaw#Document,0
http://edas#ConferenceEvent,http://ekaw#University,0
http://edas#ConferenceEvent,http://ekaw#Conference_Paper,0
http://edas#ConferenceEvent,http://ekaw#Camera_Ready_Paper,0
http://edas#ConferenceEvent,http://ekaw#Paper_Author,0
http://edas#ConferenceEvent,http://ekaw#Negative_Review,0
http://edas#ConferenceEvent,http://ekaw#Presenter,0
http://edas#ConferenceEvent,http://ekaw#Early-Registered_Participant,0
http://edas#ConferenceEvent,http://ekaw#Possible_Reviewer,0
http://edas#ConferenceEvent,http://ekaw#PC_Member,0
http://edas#ConferenceEvent,http://ekaw#Regular_Paper,0
http://edas#ConferenceEvent,http://ekaw#Accepted_Paper,0
http://edas#ConferenceEvent,http://ekaw#Contributed_Talk,95
http://edas#ConferenceEvent,http://ekaw#Conference_Participant,0
http://edas#ConferenceEvent,http://ekaw#Evaluated_Paper,0
http://edas#ConferenceEvent,http://ekaw#Organisation,0
http://edas#ConferenceEvent,http://ekaw#Event,104
http://edas#ConferenceEvent,http://ekaw#OC_Member,0
http://edas#ConferenceEvent,http://ekaw#Rejected_Paper,0
http://edas#ConferenceEvent,http://ekaw#Scientific_Event,101
http://edas#ConferenceEvent,http://ekaw#Demo_Paper,0
http://edas#ConferenceEvent,http://ekaw#Student,0
http://edas#ConferenceEvent,http://ekaw#Poster_Paper,0
http://edas#ConferenceEvent,http://ekaw#Tutorial_Abstract,0
http://edas#ConferenceEvent,http://ekaw#Academic_Institution,0
http://edas#ConferenceEvent,http://ekaw#SC_Member,0
http://edas#ConferenceEvent,http://ekaw#Tutorial_Chair,0
http://edas#ConferenceEvent,http://ekaw#Workshop,6
http://edas#ConferenceEvent,http://ekaw#Workshop_Chair,0
http://edas#ConferenceEvent,http://ekaw#Web_Site,0
http://edas#ConferenceEvent,http://ekaw#Social_Event,3
http://edas#ConferenceEvent,http://ekaw#Abstract,0
http://edas#ConferenceEvent,http://ekaw#Track,0
http://edas#ConferenceEvent,http://ekaw#Late-Registered_Participant,0
http://edas#ConferenceEvent,http://ekaw#PC_Chair,0
http://edas#ConferenceEvent,http://ekaw#Invited_Talk_Abstract,0
http://edas#ConferenceEvent,http://ekaw#Tutorial,0
http://edas#ConferenceEvent,http://ekaw#Conference_Trip,1
http://edas#ConferenceEvent,http://ekaw#OC_Chair,0
http://edas#ConferenceEvent,http://ekaw#Proceedings_Publisher,0
http://edas#ConferenceEvent,http://ekaw#Conference_Proceedings,0
